aggregatable,autoNumber,byteLength,calculated,calculatedFormula,cascadeDelete,caseSensitive,compoundFieldName,controllerName,createable,custom,defaultValue,defaultValueFormula,defaultedOnCreate,dependentPicklist,deprecatedAndHidden,digits,displayLocationInDecimal,encrypted,externalId,extraTypeInfo,filterable,filteredLookupInfo,groupable,highScaleNumber,htmlFormatted,idLookup,inlineHelpText,label,length,mask,maskType,name,nameField,namePointing,nillable,permissionable,picklistValues,polymorphicForeignKey,precision,queryByDistance,referenceTargetField,referenceTo,relationshipName,relationshipOrder,restrictedDelete,restrictedPicklist,scale,searchPrefilterable,soapType,sortable,type,unique,updateable,writeRequiresMasterRead
True,False,18,False,,False,False,,,False,False,,,True,False,False,0,False,False,False,,True,,True,False,False,True,,Campaign Influence Model ID,18,,,Id,False,False,False,False,[],False,0,False,,[],,,False,False,0,False,tns:ID,True,id,False,False,False
False,False,0,False,,False,False,,,False,False,False,,True,False,False,0,False,False,False,,True,,True,False,False,False,,Deleted,0,,,IsDeleted,False,False,False,False,[],False,0,False,,[],,,False,False,0,False,xsd:boolean,True,boolean,False,False,False
True,False,240,False,,False,False,,,False,False,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,Unique Name,80,,,DeveloperName,False,False,False,False,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,False,False
True,False,120,False,,False,False,,,False,False,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,Master Language,40,,,Language,False,False,False,False,"[OrderedDict([('active', True), ('defaultValue', False), ('label', 'English'), ('validFor', None), ('value', 'en_US')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'German'), ('validFor', None), ('value', 'de')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Spanish'), ('validFor', None), ('value', 'es')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'French'), ('validFor', None), ('value', 'fr')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Italian'), ('validFor', None), ('value', 'it')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Japanese'), ('validFor', None), ('value', 'ja')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Swedish'), ('validFor', None), ('value', 'sv')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Korean'), ('validFor', None), ('value', 'ko')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Chinese (Traditional)'), ('validFor', None), ('value', 'zh_TW')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Chinese (Simplified)'), ('validFor', None), ('value', 'zh_CN')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Portuguese (Brazil)'), ('validFor', None), ('value', 'pt_BR')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Dutch'), ('validFor', None), ('value', 'nl_NL')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Danish'), ('validFor', None), ('value', 'da')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Thai'), ('validFor', None), ('value', 'th')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Finnish'), ('validFor', None), ('value', 'fi')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Russian'), ('validFor', None), ('value', 'ru')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Spanish (Mexico)'), ('validFor', None), ('value', 'es_MX')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Norwegian'), ('validFor', None), ('value', 'no')])]",False,0,False,,[],,,False,True,0,False,xsd:string,True,picklist,False,False,False
True,False,240,False,,False,False,,,False,False,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,Model Name,80,,,MasterLabel,True,False,False,False,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,False,False
True,False,45,False,,False,False,,,False,False,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,Namespace Prefix,15,,,NamespacePrefix,False,False,True,False,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,False,False
True,False,0,False,,False,False,,,False,False,,,True,False,False,0,False,False,False,,True,,False,False,False,False,,Created Date,0,,,CreatedDate,False,False,False,False,[],False,0,False,,[],,,False,False,0,False,xsd:dateTime,True,datetime,False,False,False
True,False,18,False,,False,False,,,False,False,,,True,False,False,0,False,False,False,,True,,True,False,False,False,,Created By ID,18,,,CreatedById,False,False,False,False,[],False,0,False,,['User'],CreatedBy,,False,False,0,False,tns:ID,True,reference,False,False,False
True,False,0,False,,False,False,,,False,False,,,True,False,False,0,False,False,False,,True,,False,False,False,False,,Last Modified Date,0,,,LastModifiedDate,False,False,False,False,[],False,0,False,,[],,,False,False,0,False,xsd:dateTime,True,datetime,False,False,False
True,False,18,False,,False,False,,,False,False,,,True,False,False,0,False,False,False,,True,,True,False,False,False,,Last Modified By ID,18,,,LastModifiedById,False,False,False,False,[],False,0,False,,['User'],LastModifiedBy,,False,False,0,False,tns:ID,True,reference,False,False,False
